message_id,date,time,utc,from_name,text,clean_text,word_count
message1850,1.1.2025,22:06:03,UTC+01:00,Jorge Buxadé 🇪🇸,"#Programa1Minuto
Tarjeta sanitaria única, igual cartera de servicios, licencia de caza única, la cita previa un derecho y no un deber.
Pondremos al Estado al servicio de España y garantía de la seguridad y libertad de los españoles.",programa1minuto tarjeta sanitaria única igual cartera de servicios licencia de caza única la cita previa un derecho y no un deber pondremos al estado al servicio de españa y garantía de la seguridad y libertad de los españoles,38
message1851,1.1.2025,22:07:11,UTC+01:00,,"Frente a su odio y su blasfemia, amor, belleza y verdad. Un grande 2025 para todos vosotros
#SagradoCorazón
#CerroDeLosÁngeles",frente a su odio y su blasfemia amor belleza y verdad un grande 2025 para todos vosotros sagradocorazón cerrodelosángeles,19
message342,1.12.2020,22:23:11,UTC+01:00,Jorge Buxadé 🇪🇸,"‼️Frente al Gobierno que atenta contra el orden constitucional, el pueblo español se defenderá.
VOX leerá
un manifiesto y los artículos de la Constitución amenazados por el Gobierno
de Pedro Sánchez, Pablo Iglesias y Arnaldo Otegi.
🗓 Domingo 6 de diciembre.
⏰ 12:00 horas.
📍 Frente a los ayuntamientos de toda España.
🗣️ Santiago Abascal desde  Barcelona.
🗣️ Javier Ortega desde Madrid.
🔃
https://twitter.com/vox_es/status/1333503704272674816",frente al gobierno que atenta contra el orden constitucional el pueblo español se defenderá vox leerá un manifiesto y los artículos de la constitución amenazados por el gobierno de pedro sánchez pablo iglesias y arnaldo otegi domingo 6 de diciembre 12:00 horas frente a los ayuntamientos de toda españa santiago abascal desde barcelona javier ortega desde madrid,57
message1960,1.2.2025,20:55:24,UTC+01:00,Jorge Buxadé 🇪🇸,"🔴 Bajo investigación la INJERENCIA DE LOS BURÓCRATAS DE LA COMISIÓN VON DER LEYEN en las elecciones británicas en favor del partido laborista (socialista).
Hungría, Polonia, Rumanía (con golpe constitucional), Reino Unido, Alemania. Permanente injerencia antidemocrática.",bajo investigación la injerencia de los burócratas de la comisión von der leyen en las elecciones británicas en favor del partido laborista socialista hungría polonia rumanía con golpe constitucional reino unido alemania permanente injerencia antidemocrática,35
message2045,1.3.2025,10:04:30,UTC+01:00,Jorge Buxadé 🇪🇸,"Jornada ayer en el Pulgar con afectados por la creciente delincuencia (robos y ocupaciones ilegales) en los municipios Montes de Toledo.
@MariscalZabala
👍🏻 Compromiso acciones conjuntas de
@Vox_Toledo
en municipios para pedir más 👮 y controlar empadronamientos ilegales.
Después, visita a ganadería, modelo de gestión, explotación y exportación. Problemas y riesgos.
❌ Mercosur
❌ gestión del agua
❌ costes de la energía
Todo lo que denunciamos, porque la gran coalición socialista, verde y popular lo ha colapsado.",jornada ayer en el pulgar con afectados por la creciente delincuencia robos y ocupaciones ilegales en los municipios montes de toledo mariscalzabala compromiso acciones conjuntas de vox_toledo en municipios para pedir más y controlar empadronamientos ilegales después visita a ganadería modelo de gestión explotación y exportación problemas y riesgos mercosur gestión del agua costes de la energía todo lo que denunciamos porque la gran coalición socialista verde y popular lo ha colapsado,72
message102,1.5.2020,10:41:27,UTC+01:00,Jorge Buxadé 🇪🇸,"El Gobierno prevé ya oficialmente un hundimiento económico del 9.2% este año y una recuperación del 6.8% en 2021. La tasa de paro no bajará del 17,2% ni el año que viene y subirá  al 19% en 2020 (sin contar los ERTE). Desastre","el gobierno prevé ya oficialmente un hundimiento económico del 9.2 este año y una recuperación del 6.8 en 2021 la tasa de paro no bajará del 17,2 ni el año que viene y subirá al 19 en 2020 sin contar los erte desastre",43
message106,1.5.2020,12:53:57,UTC+01:00,Jorge Buxadé 🇪🇸,"🛠🇪🇸 Hoy es
#1deMayo
y millones de españoles están en sus casas sin saber
si podrán volver a trabajar
.
📢
#EspañaQuiereTrabajar
y tener un sueldo digno
, no paguitas ni cartillas de racionamiento como propone el Gobierno.
https://www.youtube.com/watch?v=zhjaAlLLb3w&feature=youtu.be",hoy es 1demayo y millones de españoles están en sus casas sin saber si podrán volver a trabajar españaquieretrabajar y tener un sueldo digno no paguitas ni cartillas de racionamiento como propone el gobierno,34
message2321,1.5.2025,21:41:04,UTC+01:00,Jorge Buxadé 🇪🇸,"El modelo de SÁNCHEZ es el del PARTIDO COMUNISTA CHINO ☭
https://x.com/vox_es/status/1917943955330662897?s=46&t=7SQaDbgJ1EPSiyVwfE44uQ",el modelo de sánchez es el del partido comunista chino,10
message2320,1.5.2025,14:09:06,UTC+01:00,Jorge Buxadé 🇪🇸,"Líderes en pobreza infantil.
Líderes en paro juvenil.
El peor gobierno de la historia de España
@PSOE
Hay que reconstruir todo lo destruido por el bipartidismo. Por eso quieren matar a VOX y eliminar toda Alternativa
#1DeMayo
#1DeMayoEnLaCalle
#1DeMayoUnitario",líderes en pobreza infantil líderes en paro juvenil el peor gobierno de la historia de españa psoe hay que reconstruir todo lo destruido por el bipartidismo por eso quieren matar a vox y eliminar toda alternativa 1demayo 1demayoenlacalle 1demayounitario,39
message180,1.6.2020,22:20:05,UTC+01:00,Jorge Buxadé 🇪🇸,"💚 Hoy he comparecido en la Comisión de “Reconstrucción Nacional” en el Congreso de los Diputados para hablar de las acciones de la UE en la crisis del Coronavirus de Wuhan
Aquí un breve hilo de algunos momentos
Gracias a Iván Espinosa y Carlos Fernández-Roca y Ricardo Chamorro por acompañarme y a los 52 de Vox por su confianza.
Y recuerdos a Pisarello, que se ha ido de la Comisión para no escuchar mi contestación a sus inicuas preguntas
https://twitter.com/vox_europa_/status/1267486810441224192?s=21",hoy he comparecido en la comisión de reconstrucción nacional en el congreso de los diputados para hablar de las acciones de la ue en la crisis del coronavirus de wuhan aquí un breve hilo de algunos momentos gracias a iván espinosa y carlos fernández-roca y ricardo chamorro por acompañarme y a los 52 de vox por su confianza y recuerdos a pisarello que se ha ido de la comisión para no escuchar mi contestación a sus inicuas preguntas,78
message2462,1.6.2025,22:10:34,UTC+01:00,,"¿Alguien me puede decir algo que el PSOE ha destruido sin la cooperación, complicidad, abstención, consolidación, confirmación, convalidación del PP?
“CGPJ, TC, TCU, memoria histórica, cruces derribadas, térmicas, nuclear, expropiaciones de olivos, regularizaciones de ilegales, lo del arraigo como coladero masivo, ensobramiento de medios, CCAA y cesión de transferencias, pagos a oenegés, persecución de patriotas, subidas de impuestos, expropiación de pisos en Canarias,…imposición lingüística en regiones con otra lengua española","alguien me puede decir algo que el psoe ha destruido sin la cooperación complicidad abstención consolidación confirmación convalidación del pp cgpj tc tcu memoria histórica cruces derribadas térmicas nuclear expropiaciones de olivos regularizaciones de ilegales lo del arraigo como coladero masivo ensobramiento de medios ccaa y cesión de transferencias pagos a oenegés persecución de patriotas subidas de impuestos expropiación de pisos en canarias,…imposición lingüística en regiones con otra lengua española",70
message2460,1.6.2025,17:00:09,UTC+01:00,Jorge Buxadé 🇪🇸,"🇪🇸🇪🇸🇪🇸🇪🇸🇪🇸🇪🇸
No te pierdas el gran discurso de *Santiago Abascal* durante una multitudinaria comida con militantes de VOX.
*¡Los españoles están hartos de la estafa del bipartidismo!*
https://www.youtube.com/watch?v=PR4tkGU6evQ
🔃 *Difunde a tus contactos* 🙏
🇪🇸🇪🇸🇪🇸🇪🇸🇪🇸🇪🇸",no te pierdas el gran discurso de santiago abascal durante una multitudinaria comida con militantes de vox los españoles están hartos de la estafa del bipartidismo,26
message2461,1.6.2025,22:09:57,UTC+01:00,Jorge Buxadé 🇪🇸,"Si me pilláis plagiando ideas, frases o eslóganes del PP, como ellos están haciendo con VOX, romped todo vínculo conmigo.
Plagiar es de perdedor está",si me pilláis plagiando ideas frases o eslóganes del pp como ellos están haciendo con vox romped todo vínculo conmigo plagiar es de perdedor está,25
message235,1.7.2020,11:10:43,UTC+01:00,,"🔴🔴🔴 La prensa, regional o nacional, calla. La tragedia es de dimensiones históricas. La negligencia inexcusable. Y las familias siguen con su dolor",la prensa regional o nacional calla la tragedia es de dimensiones históricas la negligencia inexcusable y las familias siguen con su dolor,22
message233,1.7.2020,11:09:30,UTC+01:00,Jorge Buxadé 🇪🇸,"🔴🔴 Ayer quisimos acceder al vertedero de Zaldívar. Resultó imposible. El cerco de silencio impuesto por el PNV se ha convertido en un cerco físico que oculta la negligencia y la muerte.
La montaña de tierra, residuos y muerte es la metáfora perfecta del separatismo Vasco.",ayer quisimos acceder al vertedero de zaldívar resultó imposible el cerco de silencio impuesto por el pnv se ha convertido en un cerco físico que oculta la negligencia y la muerte la montaña de tierra residuos y muerte es la metáfora perfecta del separatismo vasco,45
message1896,10.1.2025,16:57:44,UTC+01:00,Jorge Buxadé 🇪🇸,"🔴🔴 Golpe judicial permanente de Sánchez y el PSOE 🔴🔴
Primero, aseguraron la impunidad de sus socios golpistas con la Amnistía.
Luego, la de sus conmilitones de la PSOE-A con el TC y el indulto indirecto de los
#EREAndalucía
y ahora, buscan asegurar la total impunidad de ellos mismos.
Es un permanente golpe.
Prueba indiscutible de que la propuesta es propia de una tiranía soviética, al margen de todo principio moral o jurídico es que la presenta el PSOE y no el gobierno.
Una vez más, se saltan así los “controles” a modo de informe que preveía el sistema.
Conde-Pumpido, el que puso el PP, sentenció nada más llegar que le parecía la mar de correcto legislar sin garantías jurídicas.
Una Ley contra VOX porque es VOX el partido que les ha perseguido, les persigue y les perseguirá
Ahora pretenden impedir que VOX persiga la corrupción de Sánchez y la PSOE.
La siguiente proposición de ley directamente impondrá expulsiones de la carrera fiscal y judicial al que se salga del carril del tirano.",golpe judicial permanente de sánchez y el psoe primero aseguraron la impunidad de sus socios golpistas con la amnistía luego la de sus conmilitones de la psoe-a con el tc y el indulto indirecto de los ereandalucía y ahora buscan asegurar la total impunidad de ellos mismos es un permanente golpe prueba indiscutible de que la propuesta es propia de una tiranía soviética al margen de todo principio moral o jurídico es que la presenta el psoe y no el gobierno una vez más se saltan así los controles a modo de informe que preveía el sistema conde-pumpido el que puso el pp sentenció nada más llegar que le parecía la mar de correcto legislar sin garantías jurídicas una ley contra vox porque es vox el partido que les ha perseguido les persigue y les perseguirá ahora pretenden impedir que vox persiga la corrupción de sánchez y la psoe la siguiente proposición de ley directamente impondrá expulsiones de la carrera fiscal y judicial al que se salga del carril del tirano,171
message1890,10.1.2025,15:32:11,UTC+01:00,,"🔴 Junto a
@Igarrigavaz
y
@VOX_Cataluna
hemos visitado la central nuclear de
#Ascó
, cuyo desmantelamiento se prevé para el 2030 en el plan de destrucción aprobado por Teresa Ribera.
La energía nuclear es segura, limpia, barata y constante; garantía de la
#SoberaníaEnergética
de España.",junto a igarrigavaz y vox_cataluna hemos visitado la central nuclear de ascó cuyo desmantelamiento se prevé para el 2030 en el plan de destrucción aprobado por teresa ribera la energía nuclear es segura limpia barata y constante garantía de la soberaníaenergética de españa,43
message2965,10.1.2026,08:36:17,UTC+01:00,Jorge Buxadé 🇪🇸,"l órgano oficial de propaganda en Bruselas se atreve a decir que los agricultores europeos ganarán con
#Mercosur
y “lamenta” que el perdedor sea el Amazonas. Realmente, no tienen perdón.
Eso sí, reconocen que las previsiones nunca cumplidas de la Comisión dicen que el PIB crecerá un “gigantesco” 0,55% de aquí a 2040. Claro reconocimiento de que el campo español sufrirá durísimas consecuencias. Lo saben pero les da igual.","l órgano oficial de propaganda en bruselas se atreve a decir que los agricultores europeos ganarán con mercosur y lamenta que el perdedor sea el amazonas realmente no tienen perdón eso sí reconocen que las previsiones nunca cumplidas de la comisión dicen que el pib crecerá un gigantesco 0,55 de aquí a 2040 claro reconocimiento de que el campo español sufrirá durísimas consecuencias lo saben pero les da igual",69
message2747,10.10.2025,08:45:08,UTC+01:00,Jorge Buxadé 🇪🇸,"Grandes conversaciones, en mi canal de Youtube. ¡Esta vez con Luis del Pino!
https://youtu.be/MiPoXKh0BdY?si=KLfLEAGCuWqVEFx7",grandes conversaciones en mi canal de youtube esta vez con luis del pino,13
message1801,10.12.2024,08:19:33,UTC+01:00,,"El 1 de enero nuevo hachazo fiscal para los sueldos por encima de 58.908 euros.
Hachazo a empresas y trabajadores para llenar los bolsillos de Sánchez, Puigdemont y las oenegés del efecto llamada.
¡Ah! Y para el habla andaluza y el extremeñu del PP.",el 1 de enero nuevo hachazo fiscal para los sueldos por encima de 58.908 euros hachazo a empresas y trabajadores para llenar los bolsillos de sánchez puigdemont y las oenegés del efecto llamada ah y para el habla andaluza y el extremeñu del pp,44
message1990,10.2.2025,10:56:12,UTC+01:00,Jorge Buxadé 🇪🇸,"🇪🇸🇪🇸🇪🇸🇪🇸🇪🇸🇪🇸
El histórico discurso de
Santiago Abascal
ante los líderes patriotas de Europa.
""La grandeza de Europa es la grandeza de sus naciones"".
Puedes escuchar su
discurso completo
aquí ⬇️
https://youtu.be/gznGddCdfP4?si=CvMvXpt9hBI2buhJ
.
🔄
¡Difunde a tus contactos¡ ¡Gracias!
🇪🇸🇪🇸🇪🇸🇪🇸🇪🇸🇪🇸",el histórico discurso de santiago abascal ante los líderes patriotas de europa la grandeza de europa es la grandeza de sus naciones puedes escuchar su discurso completo aquí,28
message2221,10.4.2025,20:17:58,UTC+01:00,Jorge Buxadé 🇪🇸,"🗣️ No se puede cuadrar el círculo del mismo modo que no es posible mejorar la competitividad de las empresas manteniendo objetivos regulatorios y climáticos.
En la Comisión de medio ambiente he denunciado la farsa y la responsibilidad de Ribera en el desastre de Valencia.",no se puede cuadrar el círculo del mismo modo que no es posible mejorar la competitividad de las empresas manteniendo objetivos regulatorios y climáticos en la comisión de medio ambiente he denunciado la farsa y la responsibilidad de ribera en el desastre de valencia,44
message2216,10.4.2025,10:39:48,UTC+01:00,Jorge Buxadé 🇪🇸,"Nos vemos mañana, 11 de abril, en Santander, Hotel Villa Pasiega de Hoznayo, a partir de las 11 de la mañana, junto a
@Vox_Cantabria
@Vox_Santander
para hablar de la protección del sector ganadero.",nos vemos mañana 11 de abril en santander hotel villa pasiega de hoznayo a partir de las 11 de la mañana junto a vox_cantabria vox_santander para hablar de la protección del sector ganadero,33
message135,10.5.2020,23:50:04,UTC+01:00,Jorge Buxadé 🇪🇸,"🔴🔴 Casi un millón de euros de fondos europeos fueron al Instituto Mallorquín de Asuntos Sociales. Sí, ése en que la izquierda y el separatismo ocultaron decenas de casos de explotación sexual de menores tutelados. En VOX no vamos a parar hasta conocer euro a euro el destino de ese dinero; no sea que nos enteremos que ha ido a engrosar los bolsillos de asociaciones y chiringuitos.
Hilo explicativo. No dejaremos a los menores solos. Nosotros NO NOS ABSTENEMOS.
https://twitter.com/jorgebuxade/status/1259597221105995777?s=21",casi un millón de euros de fondos europeos fueron al instituto mallorquín de asuntos sociales sí ése en que la izquierda y el separatismo ocultaron decenas de casos de explotación sexual de menores tutelados en vox no vamos a parar hasta conocer euro a euro el destino de ese dinero no sea que nos enteremos que ha ido a engrosar los bolsillos de asociaciones y chiringuitos hilo explicativo no dejaremos a los menores solos nosotros no nos abstenemos,78
message200,10.6.2020,23:54:21,UTC+01:00,Jorge Buxadé 🇪🇸,"🔴 Santiago Abascal preguntó a Sánchez, si la primera persona con quien se reunió en Moncloa fue Soros.
No obtuvo por respuesta más que una mueca descompuesta.
Éste es Soros: el fiel exponente de los Objetivos de Demolición Social (ODS) de la Agenda mundialista. Autobiografía ⬇️",santiago abascal preguntó a sánchez si la primera persona con quien se reunió en moncloa fue soros no obtuvo por respuesta más que una mueca descompuesta éste es soros el fiel exponente de los objetivos de demolición social ods de la agenda mundialista autobiografía,44
message2481,10.6.2025,09:49:17,UTC+01:00,Jorge Buxadé 🇪🇸,"El próximo jueves, 19 de junio, a las 19h30 nos venimos en Pozuelo (Madrid) con
@AinhoaGFlorez
@madrid_vox",el próximo jueves 19 de junio a las 19h30 nos venimos en pozuelo madrid con ainhoagflorez madrid_vox,17
message1371,10.8.2024,23:38:54,UTC+01:00,,"🇪🇸 Los políticos no hemos de ser jamás los protagonistas de las historias. La política no es Sálvame. No vale montar un guión para ser protagonista de nada. Estamos al servicio de España y los españoles. Debemos estudiar, trabajar y esforzarnos por tomar buenas decisiones, dar buen ejemplo, no ser desleal al votante y no pactar jamás con el Mal.",los políticos no hemos de ser jamás los protagonistas de las historias la política no es sálvame no vale montar un guión para ser protagonista de nada estamos al servicio de españa y los españoles debemos estudiar trabajar y esforzarnos por tomar buenas decisiones dar buen ejemplo no ser desleal al votante y no pactar jamás con el mal,59
message2620,10.8.2025,20:34:46,UTC+01:00,Jorge Buxadé 🇪🇸,"Sí.
Europa VIVA 25 de Patriots será un evento de trascendencia mundial.
Que no sea porque no te avisamos 😉, ¡corre ya a por tus entradas!
https://www.europaviva25.com/europa_viva_25/es/register/RegisterPage/Visitante
🔃
https://x.com/vox_es/status/1954581048274178435?s=46",sí europa viva 25 de patriots será un evento de trascendencia mundial que no sea porque no te avisamos corre ya a por tus entradas,25
message2619,10.8.2025,10:05:12,UTC+01:00,Jorge Buxadé 🇪🇸,"🔴
#EXCLUSIVA
🎙️ Entrevista a Santiago Abascal en Bipartidismo Stream.
¿Está España a tiempo de FRENAR la INVASIÓN MIGRATORIA promovida por PP y PSOE?
Estreno a las 10:00h en nuestro canal de YouTube:
https://youtu.be/OF0XneMYepk?si=tM0A0OpwzywT9Mrm
🚨
COMPARTE
🔄
https://x.com/bipartidismo_/status/1954439884065677421?s=46",exclusiva entrevista a santiago abascal en bipartidismo stream está españa a tiempo de frenar la invasión migratoria promovida por pp y psoe estreno a las 10:00h en nuestro canal de youtube,31
message1897,11.1.2025,23:03:06,UTC+01:00,Jorge Buxadé 🇪🇸,"😡El Estado de Partidos actualmente vigente, socialdemócrata, autonómico, sumiso a toda organización internacional, derrochador, ineficiente, disgregador, débil y elefantiásico, neutral salvo si se trata de destruir la Nación, la familia o la vida, en manos de un autócrata sin escrúpulo💩, ha devenido enemigo de España y de los españoles, de su libertad y seguridad, de la justicia y la prosperidad.
📣Tarea maravillosa la que tenemos por delante: ganar para la Nación un Estado eficaz, pequeño y fuerte, eficiente, ahorrador, unitario, que promueva la unidad🇪🇸, conserve las buenas tradiciones, proteja y premie a los buenos castigando sin fin a los malos, que no admita injerencia extranjera y tenga por miras defender la vida, la propiedad y la libertad de quienes formamos España para hacer de España una nación grande y orgullosa de sí misma otra vez.
💪🏼Lo vamos a hacer.🫵🏼",el estado de partidos actualmente vigente socialdemócrata autonómico sumiso a toda organización internacional derrochador ineficiente disgregador débil y elefantiásico neutral salvo si se trata de destruir la nación la familia o la vida en manos de un autócrata sin escrúpulo ha devenido enemigo de españa y de los españoles de su libertad y seguridad de la justicia y la prosperidad tarea maravillosa la que tenemos por delante ganar para la nación un estado eficaz pequeño y fuerte eficiente ahorrador unitario que promueva la unidad conserve las buenas tradiciones proteja y premie a los buenos castigando sin fin a los malos que no admita injerencia extranjera y tenga por miras defender la vida la propiedad y la libertad de quienes formamos españa para hacer de españa una nación grande y orgullosa de sí misma otra vez lo vamos a hacer,139
message2968,11.1.2026,19:41:14,UTC+01:00,Jorge Buxadé 🇪🇸,"Titular de una
carta que se publicó el 22 de noviembre de 1932 en el diario La Nación
, misiva de un ciudadano catalán anónimo que se preguntaba si se podía ser español dentro de Cataluña.  Era tal la
desigualdad
creada
entre separatistas y el resto de catalanes
, que se llegaba a cuestionar si no sería más rentable hacerse independentista, con las consecuencias que ellos conllevaba.  Me parece un documento formidable y que refleja, como pocos pudieran hacerlo, lo que hoy ocurre, y ha ocurrido, en Cataluña. Precisamente hoy, dos después de que el Gobierno haya vuelto a agraviar el principio de igualdad y solidaridad entre españoles, este documento se hace colosal como dibujo de lo que viene ocurriendo en las últimas décadas; ya gobierne el PSOE (agravado), ya el PP (acobardado)
""No se puede ser ahora ostensiblemente español dentro de Cataluña. ¿Por qué? Porque quien lo sea a voz en grito, es objeto de mofas y de menosprecios. En otra época, cuando mi pobre jefe -¡pobre hoy!D. Alejandro Lerroux, llevaba airosamente en el sombrero retador la bandera nacional, estábamos también en minoría, y podíamos ser, bajo el yugo monárquico, rabiosamente españoles; ahora, no. La política de la Ezquerra, se ve por aquí, y por los pueblos de la Costa Brava, en su absoluta desnudez espiritual, y es lo cierto que la política de la Ezquerra no es, ni mucho menos, de amor a lo nuestro, a lo catalán, sino el odio irrefrenable y taimado a lo de todos, a lo español. Sino se rectifica esa política, que ya ha dado sus frutos nefastos ¿cree el Gobierno que conservará la Patria, que es lo que importa, la adhesión de los españoles de Cataluña?, ¿Cree que sí? Pues no conoce el Gobierno el claro sentido práctico de los catalanes. No es que no queramos ser españoles, es que bajo la férula de la Esquerra no podemos serlo.  Los pueblos de Cataluña van infectándose de soplones y delatores. Al maestro de escuela que explica en castellano, siquiera esporádicamente, se le ficha de una manera clandestina, y se le considera poco grato; al cura que que predica en el idioma de Cervantes, se le persigue. No se puede imaginar hasta que extremos, que serían ridículos sino resultasen trágicos, llega la parcialidad. Los españolistas de abolengo, y de corazón, formamos un ejército aparte, que diríase llagado, podrido. Somos la escoria que mancha. Y lo triste no es la actitud de los que imperan en la Generalidad, sino la indiferencia y el desdén del Estado español, al que servimos muchos, abnegadamente, por cuya integridad nos sacrificamos, y cuya autoridad propugnamos. Para este premio, valía más haber sido separatista. Los separatistas están mejor que nosotros, los encubiertos y los descarados. El Gobierno español, sea el que sea, tenga el color que tenga, debería reflexionar en que la situación actual no puede ya consentirse, que se está incubando un descontento grave  una situación peligrosísima, que hay en Cataluña. de hecho, dos castas de ciudadanos, y que los frutos de esa realidad, si se prolonga, serán dañosos para todos"".",titular de una carta que se publicó el 22 de noviembre de 1932 en el diario la nación misiva de un ciudadano catalán anónimo que se preguntaba si se podía ser español dentro de cataluña era tal la desigualdad creada entre separatistas y el resto de catalanes que se llegaba a cuestionar si no sería más rentable hacerse independentista con las consecuencias que ellos conllevaba me parece un documento formidable y que refleja como pocos pudieran hacerlo lo que hoy ocurre y ha ocurrido en cataluña precisamente hoy dos después de que el gobierno haya vuelto a agraviar el principio de igualdad y solidaridad entre españoles este documento se hace colosal como dibujo de lo que viene ocurriendo en las últimas décadas ya gobierne el psoe agravado ya el pp acobardado no se puede ser ahora ostensiblemente español dentro de cataluña por qué porque quien lo sea a voz en grito es objeto de mofas y de menosprecios en otra época cuando mi pobre jefe pobre hoy!d alejandro lerroux llevaba airosamente en el sombrero retador la bandera nacional estábamos también en minoría y podíamos ser bajo el yugo monárquico rabiosamente españoles ahora no la política de la ezquerra se ve por aquí y por los pueblos de la costa brava en su absoluta desnudez espiritual y es lo cierto que la política de la ezquerra no es ni mucho menos de amor a lo nuestro a lo catalán sino el odio irrefrenable y taimado a lo de todos a lo español sino se rectifica esa política que ya ha dado sus frutos nefastos cree el gobierno que conservará la patria que es lo que importa la adhesión de los españoles de cataluña cree que sí pues no conoce el gobierno el claro sentido práctico de los catalanes no es que no queramos ser españoles es que bajo la férula de la esquerra no podemos serlo los pueblos de cataluña van infectándose de soplones y delatores al maestro de escuela que explica en castellano siquiera esporádicamente se le ficha de una manera clandestina y se le considera poco grato al cura que que predica en el idioma de cervantes se le persigue no se puede imaginar hasta que extremos que serían ridículos sino resultasen trágicos llega la parcialidad los españolistas de abolengo y de corazón formamos un ejército aparte que diríase llagado podrido somos la escoria que mancha y lo triste no es la actitud de los que imperan en la generalidad sino la indiferencia y el desdén del estado español al que servimos muchos abnegadamente por cuya integridad nos sacrificamos y cuya autoridad propugnamos para este premio valía más haber sido separatista los separatistas están mejor que nosotros los encubiertos y los descarados el gobierno español sea el que sea tenga el color que tenga debería reflexionar en que la situación actual no puede ya consentirse que se está incubando un descontento grave una situación peligrosísima que hay en cataluña de hecho dos castas de ciudadanos y que los frutos de esa realidad si se prolonga serán dañosos para todos,510
message2750,11.10.2025,17:56:47,UTC+01:00,Jorge Buxadé 🇪🇸,"Y ahora, Echenique. Tengo a los rojos preocupados por decirles una verdad; Vamos a Reconquistar el Estado. Y todo lo demás
https://x.com/jorgebuxade/status/1977040313345573287?s=52&t=4Dpj8sxD4MIM1vxPLSBcFQ",y ahora echenique tengo a los rojos preocupados por decirles una verdad vamos a reconquistar el estado y todo lo demás,21
message1802,11.12.2024,12:20:06,UTC+01:00,Jorge Buxadé 🇪🇸,"María Corina no puede venir a recoger su reconocimiento por la libertad del pueblo venezolano pero Zapatero sí a soltar su veneno y su odio.
Viva España, viva Venezuela y viva la libertad de las naciones frente al socialismo y las tiranías.",maría corina no puede venir a recoger su reconocimiento por la libertad del pueblo venezolano pero zapatero sí a soltar su veneno y su odio viva españa viva venezuela y viva la libertad de las naciones frente al socialismo y las tiranías,42
message1992,11.2.2025,09:57:28,UTC+01:00,,🔴 PATRIOTAS 🔴 Orbán combatiendo en la calle al comunismo. Muchos que le critican militaban o militan aún en las huestes bárbaras del comunismo en sus diversas variantes.,patriotas orbán combatiendo en la calle al comunismo muchos que le critican militaban o militan aún en las huestes bárbaras del comunismo en sus diversas variantes,26
message1991,11.2.2025,09:56:24,UTC+01:00,Jorge Buxadé 🇪🇸,"🔴
#AGENDA2030
| La Confederación Hidrográfica del Tajo multa a un pueblo de Guadalajara por limpiar su propio río, tras haber previamente autorizado el operativo: la sanción, se lleva gran parte de su pequeño presupuesto. Sinvergüenzas.
#EspañaVaciada
Las confederaciones hidrográficas, genial creación hace 100 años, se han convertido en un enemigo del medio ambiente y de la seguridad. Todos los agricultores de España lo saben. Aquí un nuevo ejemplo. Sancionan a un pueblo por limpiar los cauces, ¡teniendo autorización!",agenda2030 la confederación hidrográfica del tajo multa a un pueblo de guadalajara por limpiar su propio río tras haber previamente autorizado el operativo la sanción se lleva gran parte de su pequeño presupuesto sinvergüenzas españavaciada las confederaciones hidrográficas genial creación hace 100 años se han convertido en un enemigo del medio ambiente y de la seguridad todos los agricultores de españa lo saben aquí un nuevo ejemplo sancionan a un pueblo por limpiar los cauces teniendo autorización,77
message2100,11.3.2025,19:52:24,UTC+01:00,Jorge Buxadé 🇪🇸,"🔴 La comisión europea presenta propuesta de Reglamento para derogar la actual directiva de Retorno.
La presión de los partidos Patriotas lleva Úrsula a proponer un texto más restrictivo pero para nada es adecuado ni suficiente.
Faltan muchas cosas que nosotros pedimos:
👍🏻 Los extranjeros sin permiso de residencia o visado en vigor deben ser retenidos (aquí o en un 3ºpais) por el tiempo necesario para su deportación al país de origen en 🚢✈️
👍🏻 Ayuda internacional, acuerdos comerciales o visados deben ser suspendidos si el país de origen no coopera.
👍🏻 Tercer país seguro ha de ser cualquier Estado con el que la UE tiene algún tipo de acuerdo internacional comercial o de reconocimiento de resoluciones…
👍🏻 la asistencia jurídica gratuita al extranjero ilegal debe ser limitadas
👍🏻 una orden de expulsión debe resolver automáticamente la denegación de asilo para acabar con el fraude de los que alargan años procesos judiciales
👍🏻 la orden de expulsión ha de ser inmediatamente ejecutiva  y si resuelve el asilo también solo suspenderse individual y excepcionalmente, con ingreso en centro detención a la espera de sentencia firme
Mi intervención hoy ⬇️",la comisión europea presenta propuesta de reglamento para derogar la actual directiva de retorno la presión de los partidos patriotas lleva úrsula a proponer un texto más restrictivo pero para nada es adecuado ni suficiente faltan muchas cosas que nosotros pedimos los extranjeros sin permiso de residencia o visado en vigor deben ser retenidos aquí o en un 3ºpais por el tiempo necesario para su deportación al país de origen en ayuda internacional acuerdos comerciales o visados deben ser suspendidos si el país de origen no coopera tercer país seguro ha de ser cualquier estado con el que la ue tiene algún tipo de acuerdo internacional comercial o de reconocimiento de resoluciones la asistencia jurídica gratuita al extranjero ilegal debe ser limitadas una orden de expulsión debe resolver automáticamente la denegación de asilo para acabar con el fraude de los que alargan años procesos judiciales la orden de expulsión ha de ser inmediatamente ejecutiva y si resuelve el asilo también solo suspenderse individual y excepcionalmente con ingreso en centro detención a la espera de sentencia firme mi intervención hoy,179
